0,13,2,0.0
0,13,3,0.0
0,13,4,0.0
0,13,5,0.0
0,13,6,0.0
0,13,7,0.0
0,13,8,0.0
0,13,9,0.0
0,13,10,0.0
0,13,11,0.0
0,13,12,0.0
0,13,13,0.0
0,13,14,0.0
0,13,15,0.0
0,14,0,1.0
0,14,1,1.0
0,14,2,1.0
0,14,3,1.0
0,14,4,1.0
0,14,5,1.0
0,14,6,1.0
0,14,7,1.0
0,14,8,1.0
0,14,9,1.0
0,14,10,1.0
0,14,11,1.0
0,14,12,1.0
0,14,13,1.0
0,14,14,1.0
0,14,15,1.0
0,15,0,1.0
0,15,1,1.0
0,15,2,1.0
0,15,3,1.0
0,15,4,1.0
0,15,5,1.0
0,15,6,1.0
0,15,7,1.0
0,15,8,1.0
0,15,9,1.0
0,15,10,1.0
0,15,11,1.0
0,15,12,1.0
0,15,13,1.0
0,15,14,1.0
0,15,15,1.0
0,16,0,1.0
0,16,1,1.0
0,16,2,1.0
0,16,3,1.0
0,16,4,1.0
0,16,5,1.0
0,16,6,1.0
0,16,7,1.0
0,16,8,1.0
0,16,9,1.0
0,16,10,1.0
0,16,11,1.0
0,16,12,1.0
0,16,13,1.0
0,16,14,1.0
0,16,15,1.0
0,17,0,1.0
0,17,1,1.0
0,17,2,1.0
0,17,3,1.0
0,17,4,1.0
0,17,5,1.0
0,17,6,1.0
0,17,7,1.0
0,17,8,1.0
0,17,9,1.0
0,17,10,1.0
0,17,11,1.0
0,17,12,1.0
0,17,13,1.0
0,17,14,1.0
0,17,15,1.0
0,18,0,1.0
0,18,1,1.0
0,18,2,1.0
0,18,3,1.0
0,18,4,1.0
0,18,5,1.0
0,18,6,1.0
0,18,7,1.0
0,18,8,1.0
0,18,9,1.0
0,18,10,1.0
0,18,11,1.0
0,18,12,1.0
0,18,13,1.0
0,18,14,1.0
0,18,15,1.0
0,19,0,0.0
0,19,1,0.0
0,19,2,0.0
0,19,3,0.0
0,19,4,0.0
0,19,5,0.0
0,19,6,0.0
0,19,7,0.0
0,19,8,0.0
0,19,9,0.0
0,19,10,0.0
0,19,11,0.0
0,19,12,0.0
0,19,13,0.0
0,19,14,0.0
0,19,15,0.0
0,20,0,1.0
0,20,1,1.0
0,20,2,1.0
0,20,3,1.0
0,20,4,1.0
0,20,5,1.0
0,20,6,1.0
0,20,7,1.0
0,20,8,1.0
0,20,9,1.0
0,20,10,1.0
0,20,11,1.0
0,20,12,1.0
0,20,13,1.0
0,20,14,1.0
0,20,15,1.0
0,21,0,1.0
0,21,1,1.0
0,21,2,1.0
0,21,3,1.0
0,21,4,1.0
0,21,5,1.0
0,21,6,1.0
0,21,7,1.0
0,21,8,1.0
0,21,9,1.0
0,21,10,1.0
0,21,11,1.0
0,21,12,1.0
0,21,13,1.0
0,21,14,1.0
0,21,15,1.0
0,22,0,1.0
0,22,1,1.0
0,22,2,1.0
0,22,3,1.0
0,22,4,1.0
0,22,5,1.0
0,22,6,1.0
0,22,7,1.0
0,22,8,1.0
0,22,9,1.0
0,22,10,1.0
0,22,11,1.0
0,22,12,1.0
0,22,13,1.0
0,22,14,1.0
0,22,15,1.0
0,23,0,1.0
0,23,1,1.0
0,23,2,1.0
0,23,3,1.0
0,23,4,1.0
0,23,5,1.0
0,23,6,1.0
0,23,7,1.0
0,23,8,1.0
0,23,9,1.0
0,23,10,1.0
0,23,11,1.0
0,23,12,1.0
0,23,13,1.0
0,23,14,1.0
0,23,15,1.0
0,24,0,1.0
0,24,1,1.0
0,24,2,1.0
0,24,3,1.0
0,24,4,1.0
0,24,5,1.0
0,24,6,1.0
0,24,7,1.0
0,24,8,1.0
0,24,9,1.0
0,24,10,1.0
0,24,11,1.0
0,24,12,1.0
0,24,13,1.0
0,24,14,1.0
0,24,15,1.0
0,25,0,0.0
0,25,1,0.0
0,25,2,0.0
0,25,3,0.0
0,25,4,0.0
0,25,5,0.0
0,25,6,0.0
0,25,7,0.0
0,25,8,0.0
0,25,9,0.0
0,25,10,0.0
0,25,11,0.0
0,25,12,0.0
0,25,13,0.0
0,25,14,0.0
0,25,15,0.0
0,26,0,1.0
0,26,1,1.0
0,26,2,1.0
0,26,3,1.0
0,26,4,1.0
0,26,5,1.0
0,26,6,1.0
0,26,7,1.0
0,26,8,1.0
0,26,9,1.0
0,26,10,1.0
0,26,11,1.0
0,26,12,1.0
0,26,13,1.0
0,26,14,1.0
0,26,15,1.0
0,27,0,1.0
0,27,1,1.0
0,27,2,1.0
0,27,3,1.0
0,27,4,1.0
0,27,5,1.0
0,27,6,1.0
0,27,7,1.0
0,27,8,1.0
0,27,9,1.0
0,27,10,1.0
0,27,11,1.0
0,27,12,1.0
0,27,13,1.0
0,27,14,1.0
0,27,15,1.0
0,28,0,1.0
0,28,1,1.0
0,28,2,1.0
0,28,3,1.0
0,28,4,1.0
0,28,5,1.0
0,28,6,1.0
0,28,7,1.0
0,28,8,1.0
0,28,9,1.0
0,28,10,1.0
0,28,11,1.0
0,28,12,1.0
0,28,13,1.0
0,28,14,1.0
0,28,15,1.0
0,29,0,1.0
0,29,1,1.0
0,29,2,1.0
0,29,3,1.0
0,29,4,1.0
0,29,5,1.0
0,29,6,1.0
0,29,7,1.0
0,29,8,1.0
0,29,9,1.0
0,29,10,1.0
0,29,11,1.0
0,29,12,1.0
0,29,13,1.0
0,29,14,1.0
0,29,15,1.0
0,30,0,0.0
0,30,1,0.0
0,30,2,0.0
0,30,3,0.0
0,30,4,0.0
0,30,5,0.0
0,30,6,0.0
0,30,7,0.0
0,30,8,0.0
0,30,9,0.0
0,30,10,0.0
0,30,11,0.0
0,30,12,0.0
0,30,13,0.0
0,30,14,0.0
0,30,15,0.0
0,31,0,1.0
0,31,1,1.0
0,31,2,1.0
0,31,3,1.0
0,31,4,1.0
0,31,5,1.0
0,31,6,1.0
0,31,7,1.0
0,31,8,1.0
0,31,9,1.0
0,31,10,1.0
0,31,11,1.0
0,31,12,1.0
0,31,13,1.0
0,31,14,1.0
0,31,15,1.0
0,32,0,1.0
0,32,1,1.0
0,32,2,1.0
0,32,3,1.0
0,32,4,1.0
0,32,5,1.0
0,32,6,1.0
0,32,7,1.0
0,32,8,1.0
0,32,9,1.0
0,32,10,1.0
0,32,11,1.0
0,32,12,1.0
0,32,13,1.0
0,32,14,1.0
0,32,15,1.0
0,33,0,1.0
0,33,1,1.0
0,33,2,1.0
0,33,3,1.0
0,33,4,1.0
0,33,5,1.0
0,33,6,1.0
0,33,7,1.0
0,33,8,1.0
0,33,9,1.0
0,33,10,1.0
0,33,11,1.0
0,33,12,1.0
0,33,13,1.0
0,33,14,1.0
0,33,15,1.0
0,34,0,1.0
0,34,1,1.0
0,34,2,1.0
0,34,3,1.0
0,34,4,1.0
0,34,5,1.0
0,34,6,1.0
0,34,7,1.0
0,34,8,1.0
0,34,9,1.0
0,34,10,1.0
0,34,11,1.0
0,34,12,1.0
0,34,13,1.0
0,34,14,1.0
0,34,15,1.0
0,35,0,1.0
0,35,1,1.0
0,35,2,1.0
0,35,3,1.0
0,35,4,1.0
0,35,5,1.0
0,35,6,1.0
0,35,7,1.0
0,35,8,1.0
0,35,9,1.0
0,35,10,1.0
0,35,11,1.0
0,35,12,1.0
0,35,13,1.0
0,35,14,1.0
0,35,15,1.0
0,36,0,0.0
0,36,1,0.0
0,36,2,0.0
0,36,3,0.0
0,36,4,0.0
0,36,5,0.0
0,36,6,0.0
0,36,7,0.0
0,36,8,0.0
0,36,9,0.0
0,36,10,0.0
0,36,11,0.0
0,36,12,0.0
0,36,13,0.0
0,36,14,0.0
0,36,15,0.0
0,37,0,1.0
0,37,1,1.0
0,37,2,1.0
0,37,3,1.0
0,37,4,1.0
0,37,5,1.0
0,37,6,1.0
0,37,7,1.0
0,37,8,1.0
0,37,9,1.0
0,37,10,1.0
0,37,11,1.0
0,37,12,1.0
0,37,13,1.0
0,37,14,1.0
0,37,15,1.0
0,38,0,1.0
0,38,1,1.0
0,38,2,1.0
0,38,3,1.0
0,38,4,1.0
0,38,5,1.0
0,38,6,1.0
0,38,7,1.0
0,38,8,1.0
0,38,9,1.0
0,38,10,1.0
0,38,11,1.0
0,38,12,1.0
0,38,13,1.0
0,38,14,1.0
0,38,15,1.0
0,39,0,1.0
0,39,1,1.0
0,39,2,1.0
0,39,3,1.0
0,39,4,1.0
0,39,5,1.0
0,39,6,1.0
0,39,7,1.0
0,39,8,1.0
0,39,9,1.0
0,39,10,1.0
0,39,11,1.0
0,39,12,1.0
0,39,13,1.0
0,39,14,1.0
0,39,15,1.0
0,40,0,1.0
0,40,1,1.0
0,40,2,1.0
0,40,3,1.0
0,40,4,1.0
0,40,5,1.0
0,40,6,1.0
0,40,7,1.0
0,40,8,1.0
0,40,9,1.0
0,40,10,1.0
0,40,11,1.0
0,40,12,1.0
0,40,13,1.0
0,40,14,1.0
0,40,15,1.0
0,41,0,1.0
0,41,1,1.0
0,41,2,1.0
0,41,3,1.0
0,41,4,1.0
0,41,5,1.0
0,41,6,1.0
0,41,7,1.0
0,41,8,1.0
0,41,9,1.0
0,41,10,1.0
0,41,11,1.0
0,41,12,1.0
0,41,13,1.0
0,41,14,1.0
0,41,15,1.0
0,42,0,1.0
0,42,1,1.0
0,42,2,1.0
0,42,3,1.0
0,42,4,1.0
0,42,5,1.0
0,42,6,1.0
0,42,7,1.0
0,42,8,1.0
0,42,9,1.0
0,42,10,1.0
0,42,11,1.0
0,42,12,1.0
0,42,13,1.0
0,42,14,1.0
0,42,15,1.0
0,43,0,1.0
0,43,1,1.0
0,43,2,1.0
0,43,3,1.0
0,43,4,1.0
0,43,5,1.0
0,43,6,1.0
0,43,7,1.0
0,43,8,1.0
0,43,9,1.0
0,43,10,1.0
0,43,11,1.0
0,43,12,1.0
0,43,13,1.0
0,43,14,1.0
0,43,15,1.0
0,44,0,1.0
0,44,1,1.0
0,44,2,1.0
0,44,3,1.0
0,44,4,1.0
0,44,5,1.0
0,44,6,1.0
0,44,7,1.0
0,44,8,1.0
0,44,9,1.0
0,44,10,1.0
0,44,11,1.0
0,44,12,1.0
0,44,13,1.0
0,44,14,1.0
0,44,15,1.0
0,45,0,1.0
0,45,1,1.0
0,45,2,1.0
0,45,3,1.0
0,45,4,1.0
0,45,5,1.0
0,45,6,1.0
0,45,7,1.0
0,45,8,1.0
0,45,9,1.0
0,45,10,1.0
0,45,11,1.0
0,45,12,1.0
0,45,13,1.0
0,45,14,1.0
0,45,15,1.0
0,46,0,1.0
0,46,1,1.0
0,46,2,1.0
0,46,3,1.0
0,46,4,1.0
0,46,5,1.0
0,46,6,1.0
0,46,7,1.0
0,46,8,1.0
0,46,9,1.0
0,46,10,1.0
0,46,11,1.0
0,46,12,1.0
0,46,13,1.0
0,46,14,1.0
0,46,15,1.0
0,47,0,1.0
0,47,1,1.0
0,47,2,1.0
0,47,3,1.0
0,47,4,1.0
0,47,5,1.0
0,47,6,1.0
0,47,7,1.0
0,47,8,1.0
0,47,9,1.0
0,47,10,1.0
0,47,11,1.0
0,47,12,1.0
0,47,13,1.0
0,47,14,1.0
0,47,15,1.0
0,48,0,1.0
0,48,1,1.0
0,48,2,1.0
0,48,3,1.0
0,48,4,1.0
0,48,5,1.0
0,48,6,1.0
0,48,7,1.0
0,48,8,1.0
0,48,9,1.0
0,48,10,1.0
0,48,11,1.0
0,48,12,1.0
0,48,13,1.0
0,48,14,1.0
0,48,15,1.0
0,49,0,1.0
0,49,1,1.0
0,49,2,1.0
0,49,3,1.0
0,49,4,1.0
0,49,5,1.0
0,49,6,1.0
0,49,7,1.0
0,49,8,1.0
0,49,9,1.0
0,49,10,1.0
0,49,11,1.0
0,49,12,1.0
0,49,13,1.0
0,49,14,1.0
0,49,15,1.0
0,50,0,1.0
0,50,1,1.0
0,50,2,1.0
0,50,3,1.0
0,50,4,1.0
0,50,5,1.0
0,50,6,1.0
0,50,7,1.0
0,50,8,1.0
0,50,9,1.0
0,50,10,1.0
0,50,11,1.0
0,50,12,1.0
0,50,13,1.0
0,50,14,1.0
0,50,15,1.0
0,51,0,2.0
0,51,1,2.0
0,51,2,2.0
0,51,3,2.0
0,51,4,2.0
0,51,5,2.0
0,51,6,2.0
0,51,7,2.0
0,51,8,2.0
0,51,9,2.0
0,51,10,2.0
0,51,11,2.0
0,51,12,2.0
0,51,13,2.0
0,51,14,2.0
0,51,15,2.0
0,52,0,1.0
0,52,1,1.0
0,52,2,1.0
0,52,3,1.0
0,52,4,1.0
0,52,5,1.0
0,52,6,1.0
0,52,7,1.0
0,52,8,1.0
0,52,9,1.0
0,52,10,1.0
0,52,11,1.0
0,52,12,1.0
0,52,13,1.0
0,52,14,1.0
0,52,15,1.0
0,53,0,1.0
0,53,1,1.0
0,53,2,1.0
0,53,3,1.0
0,53,4,1.0
0,53,5,1.0
0,53,6,1.0
0,53,7,1.0
0,53,8,1.0
0,53,9,1.0
0,53,10,1.0
0,53,11,1.0
0,53,12,1.0
0,53,13,1.0
0,53,14,1.0
0,53,15,1.0
0,54,0,0.0
0,54,1,0.0
0,54,2,0.0
0,54,3,0.0
0,54,4,0.0
0,54,5,0.0
0,54,6,0.0
0,54,7,0.0
0,54,8,0.0
0,54,9,0.0
0,54,10,0.0
0,54,11,0.0
0,54,12,0.0
0,54,13,0.0
0,54,14,0.0
0,54,15,0.0
0,55,0,1.0
0,55,1,1.0
0,55,2,1.0
0,55,3,1.0
0,55,4,1.0
0,55,5,1.0
0,55,6,1.0
0,55,7,1.0
0,55,8,1.0
0,55,9,1.0
0,55,10,1.0
0,55,11,1.0
0,55,12,1.0
0,55,13,1.0
0,55,14,1.0
0,55,15,1.0
0,56,0,1.0
0,56,1,1.0
0,56,2,1.0
0,56,3,1.0
0,56,4,1.0
0,56,5,1.0
0,56,6,1.0
0,56,7,1.0
0,56,8,1.0
0,56,9,1.0
0,56,10,1.0
0,56,11,1.0
0,56,12,1.0
0,56,13,1.0
0,56,14,1.0
0,56,15,1.0
0,57,0,1.0
0,57,1,1.0
0,57,2,1.0
0,57,3,1.0
0,57,4,1.0
0,57,5,1.0
0,57,6,1.0
0,57,7,1.0
0,57,8,1.0
0,57,9,1.0
0,57,10,1.0
0,57,11,1.0
0,57,12,1.0
0,57,13,1.0
0,57,14,1.0
0,57,15,1.0
0,58,0,1.0
0,58,1,1.0
0,58,2,1.0
0,58,3,1.0
0,58,4,1.0
0,58,5,1.0
0,58,6,1.0
0,58,7,1.0
0,58,8,1.0
0,58,9,1.0
0,58,10,1.0
0,58,11,1.0
0,58,12,1.0
0,58,13,1.0
0,58,14,1.0
0,58,15,1.0
0,59,0,1.0
0,59,1,1.0
0,59,2,1.0
0,59,3,1.0
0,59,4,1.0
0,59,5,1.0
0,59,6,1.0
0,59,7,1.0
0,59,8,1.0
0,59,9,1.0
0,59,10,1.0
0,59,11,1.0
0,59,12,1.0
0,59,13,1.0
0,59,14,1.0
0,59,15,1.0
0,60,0,0.0
0,60,1,0.0
0,60,2,0.0
0,60,3,0.0
0,60,4,0.0
0,60,5,0.0
0,60,6,0.0
0,60,7,0.0
0,60,8,0.0
0,60,9,0.0
0,60,10,0.0
0,60,11,0.0
0,60,12,0.0
0,60,13,0.0
0,60,14,0.0
0,60,15,0.0
0,61,0,0.0
0,61,1,0.0
0,61,2,0.0
0,61,3,0.0
0,61,4,0.0
0,61,5,0.0
0,61,6,0.0
0,61,7,0.0
0,61,8,0.0
0,61,9,0.0
0,61,10,0.0
0,61,11,0.0
0,61,12,0.0
0,61,13,0.0
0,61,14,0.0
0,61,15,0.0
0,62,0,1.0
0,62,1,1.0
0,62,2,1.0
0,62,3,1.0
0,62,4,1.0
0,62,5,1.0
0,62,6,1.0
0,62,7,1.0
0,62,8,1.0
0,62,9,1.0
0,62,10,1.0
0,62,11,1.0
0,62,12,1.0
0,62,13,1.0
0,62,14,1.0
0,62,15,1.0
0,63,0,0.0
0,63,1,0.0
0,63,2,0.0
0,63,3,0.0
0,63,4,0.0
0,63,5,0.0
0,63,6,0.0
0,63,7,0.0
0,63,8,0.0
0,63,9,0.0
0,63,10,0.0
0,63,11,0.0
0,63,12,0.0
0,63,13,0.0
0,63,14,0.0
0,63,15,0.0
0,64,0,1.0
0,64,1,1.0
0,64,2,1.0
0,64,3,1.0
0,64,4,1.0
0,64,5,1.0
0,64,6,1.0
0,64,7,1.0
0,64,8,1.0
0,64,9,1.0
0,64,10,1.0
0,64,11,1.0
0,64,12,1.0
0,64,13,1.0
0,64,14,1.0
0,64,15,1.0
0,65,0,1.0
0,65,1,1.0
0,65,2,1.0
0,65,3,1.0
0,65,4,1.0
0,65,5,1.0
0,65,6,1.0
0,65,7,1.0
0,65,8,1.0
0,65,9,1.0
0,65,10,1.0
0,65,11,1.0
0,65,12,1.0
0,65,13,1.0
0,65,14,1.0
0,65,15,1.0
0,66,0,1.0
0,66,1,1.0
0,66,2,1.0
0,66,3,1.0
0,66,4,1.0
0,66,5,1.0
0,66,6,1.0
0,66,7,1.0
0,66,8,1.0
0,66,9,1.0
0,66,10,1.0
0,66,11,1.0
0,66,12,1.0
0,66,13,1.0
0,66,14,1.0
0,66,15,1.0
0,67,0,0.0
0,67,1,0.0
0,67,2,0.0
0,67,3,0.0
0,67,4,0.0
0,67,5,0.0
0,67,6,0.0
0,67,7,0.0
0,67,8,0.0
0,67,9,0.0
0,67,10,0.0
0,67,11,0.0
0,67,12,0.0
0,67,13,0.0
0,67,14,0.0
0,67,15,0.0
0,68,0,1.0
0,68,1,1.0
0,68,2,1.0
0,68,3,1.0
0,68,4,1.0
0,68,5,1.0
0,68,6,1.0
0,68,7,1.0
0,68,8,1.0
0,68,9,1.0
0,68,10,1.0
0,68,11,1.0
0,68,12,1.0
0,68,13,1.0
0,68,14,1.0
0,68,15,1.0
0,69,0,1.0
0,69,1,1.0
0,69,2,1.0
0,69,3,1.0
0,69,4,1.0
0,69,5,1.0
0,69,6,1.0
0,69,7,1.0
0,69,8,1.0
0,69,9,1.0
0,69,10,1.0
0,69,11,1.0
0,69,12,1.0
0,69,13,1.0
0,69,14,1.0
0,69,15,1.0
0,70,0,1.0
0,70,1,1.0
0,70,2,1.0
0,70,3,1.0
0,70,4,1.0
0,70,5,1.0
0,70,6,1.0
0,70,7,1.0
0,70,8,1.0
0,70,9,1.0
0,70,10,1.0
0,70,11,1.0
0,70,12,1.0
0,70,13,1.0
0,70,14,1.0
0,70,15,1.0
0,71,0,1.0
0,71,1,1.0
0,71,2,1.0
0,71,3,1.0
0,71,4,1.0
0,71,5,1.0
0,71,6,1.0
0,71,7,1.0
0,71,8,1.0
0,71,9,1.0
0,71,10,1.0
0,71,11,1.0
0,71,12,1.0
0,71,13,1.0
0,71,14,1.0
0,71,15,1.0
0,72,0,1.0
0,72,1,1.0
0,72,2,1.0
0,72,3,1.0
0,72,4,1.0
0,72,5,1.0
0,72,6,1.0
0,72,7,1.0
0,72,8,1.0
0,72,9,1.0
0,72,10,1.0
0,72,11,1.0
0,72,12,1.0
0,72,13,1.0
0,72,14,1.0
0,72,15,1.0
0,73,0,1.0
0,73,1,1.0
0,73,2,1.0
0,73,3,1.0
0,73,4,1.0
0,73,5,1.0
0,73,6,1.0
0,73,7,1.0
0,73,8,1.0
0,73,9,1.0
0,73,10,1.0
0,73,11,1.0
0,73,12,1.0
0,73,13,1.0
0,73,14,1.0
0,73,15,1.0
0,74,0,1.0
0,74,1,1.0
0,74,2,1.0
0,74,3,1.0
0,74,4,1.0
0,74,5,1.0
0,74,6,1.0
0,74,7,1.0
0,74,8,1.0
0,74,9,1.0
0,74,10,1.0
0,74,11,1.0
0,74,12,1.0
0,74,13,1.0
0,74,14,1.0
0,74,15,1.0
0,75,0,1.0
0,75,1,1.0
0,75,2,1.0
0,75,3,1.0
0,75,4,1.0
0,75,5,1.0
0,75,6,1.0
0,75,7,1.0
0,75,8,1.0
0,75,9,1.0
0,75,10,1.0
0,75,11,1.0
0,75,12,1.0
0,75,13,1.0
0,75,14,1.0
0,75,15,1.0
0,76,0,1.0
0,76,1,1.0
0,76,2,1.0
0,76,3,1.0
0,76,4,1.0
0,76,5,1.0
0,76,6,1.0
0,76,7,1.0
0,76,8,1.0
0,76,9,1.0
0,76,10,1.0
0,76,11,1.0
0,76,12,1.0
0,76,13,1.0
0,76,14,1.0
0,76,15,1.0
0,77,0,1.0
0,77,1,1.0
0,77,2,1.0
0,77,3,1.0
0,77,4,1.0
0,77,5,1.0
0,77,6,1.0
0,77,7,1.0
0,77,8,1.0
0,77,9,1.0
0,77,10,1.0
0,77,11,1.0
0,77,12,1.0
0,77,13,1.0
0,77,14,1.0
0,77,15,1.0
0,78,0,1.0
0,78,1,1.0
0,78,2,1.0
0,78,3,1.0
0,78,4,1.0
0,78,5,1.0
0,78,6,1.0
0,78,7,1.0
0,78,8,1.0
0,78,9,1.0
0,78,10,1.0
0,78,11,1.0
0,78,12,1.0
0,78,13,1.0
0,78,14,1.0
0,78,15,1.0
0,79,0,1.0
0,79,1,1.0
0,79,2,1.0
0,79,3,1.0
0,79,4,1.0
0,79,5,1.0
0,79,6,1.0
0,79,7,1.0
0,79,8,1.0
0,79,9,1.0
0,79,10,1.0
0,79,11,1.0
0,79,12,1.0
0,79,13,1.0
0,79,14,1.0
0,79,15,1.0
0,80,0,1.0
0,80,1,1.0
0,80,2,1.0
0,80,3,1.0
0,80,4,1.0
0,80,5,1.0
0,80,6,1.0
0,80,7,1.0
0,80,8,1.0
0,80,9,1.0
0,80,10,1.0
0,80,11,1.0
0,80,12,1.0
0,80,13,1.0
0,80,14,1.0
0,80,15,1.0
0,81,0,0.0
0,81,1,0.0
0,81,2,0.0
0,81,3,0.0
0,81,4,0.0
0,81,5,0.0
0,81,6,0.0
0,81,7,0.0
0,81,8,0.0
0,81,9,0.0
0,81,10,0.0
0,81,11,0.0
0,81,12,0.0
0,81,13,0.0
0,81,14,0.0
0,81,15,0.0
0,82,0,1.0
0,82,1,1.0
0,82,2,1.0
0,82,3,1.0
0,82,4,1.0
0,82,5,1.0
0,82,6,1.0
0,82,7,1.0
0,82,8,1.0
0,82,9,1.0
0,82,10,1.0
0,82,11,1.0
0,82,12,1.0
0,82,13,1.0
0,82,14,1.0
0,82,15,1.0
0,83,0,1.0
0,83,1,1.0
0,83,2,1.0
0,83,3,1.0
0,83,4,1.0
0,83,5,1.0
0,83,6,1.0
0,83,7,1.0
0,83,8,1.0
0,83,9,1.0
0,83,10,1.0
0,83,11,1.0
0,83,12,1.0
0,83,13,1.0
0,83,14,1.0
0,83,15,1.0
0,84,0,1.0
0,84,1,1.0
0,84,2,1.0
0,84,3,1.0
0,84,4,1.0
0,84,5,1.0
0,84,6,1.0
0,84,7,1.0
0,84,8,1.0
0,84,9,1.0
0,84,10,1.0
0,84,11,1.0
0,84,12,1.0
0,84,13,1.0
0,84,14,1.0
0,84,15,1.0
0,85,0,1.0
0,85,1,1.0
0,85,2,1.0
0,85,3,1.0
0,85,4,1.0
0,85,5,1.0
0,85,6,1.0
0,85,7,1.0
0,85,8,1.0
0,85,9,1.0
0,85,10,1.0
0,85,11,1.0
0,85,12,1.0
0,85,13,1.0
0,85,14,1.0
0,85,15,1.0
0,86,0,0.0
0,86,1,0.0
0,86,2,0.0
0,86,3,0.0
0,86,4,0.0
0,86,5,0.0
0,86,6,0.0
0,86,7,0.0
0,86,8,0.0
0,86,9,0.0
0,86,10,0.0
0,86,11,0.0
0,86,12,0.0
0,86,13,0.0
0,86,14,0.0
0,86,15,0.0
0,87,0,1.0
0,87,1,1.0
0,87,2,1.0
0,87,3,1.0
0,87,4,1.0
0,87,5,1.0
0,87,6,1.0
0,87,7,1.0
